Brand_Key,Sector,Ads
du maurier,Other / unclassified,35
toyota motor,Autos & transport,35
edf,Other / unclassified,35
richard costain,Other / unclassified,35
porsche,Autos & transport,35
spain,Other / unclassified,35
gulfstream,Other / unclassified,35
burnley building society,Other / unclassified,35
50 avenue foch,Other / unclassified,35
defence bonds,Other / unclassified,35
laporte,Other / unclassified,35
fiat allis,Autos & transport,35
williams deacon s bank,Banking & finance,35
rubber trends,"Energy, industry & materials",35
waste management international,Other / unclassified,35
virgin,Other / unclassified,35
thailand,Other / unclassified,35
armstrong international,Other / unclassified,35
mepc,Other / unclassified,35
george allen unwin,Other / unclassified,35
economic intelligence unit,Media & publishing (incl. The Economist),35
burgh island hotel,Air travel & hotels,35
alfa laval,Other / unclassified,35
hoover,Other / unclassified,35
cfa,Other / unclassified,35
northern trust bank,Banking & finance,34
balkan sobranie,Other / unclassified,34
mexico,Other / unclassified,34
british hydrocarbon chemicals,"Energy, industry & materials",34
zurich insurance group,Banking & finance,34
aventis,Other / unclassified,34
continental illinois,Other / unclassified,34
riyad bank,Banking & finance,34
deutsche telekom,Banking & finance,34
australia,Other / unclassified,34
basil blackwell,Other / unclassified,34
tecno,Other / unclassified,34
portman,Other / unclassified,34
irvine,Other / unclassified,34
powers samas,Other / unclassified,34
sanyo,Other / unclassified,34
mitsubishi trust banking,Banking & finance,34
boulton paul,Other / unclassified,34
park hyatt,Other / unclassified,34
radio times,Media & publishing (incl. The Economist),34
citrix,Other / unclassified,34
lazard freres,Banking & finance,34
kyocera,Other / unclassified,34
imede,Other / unclassified,33
mitsubishi motors,Autos & transport,33
trafalgar house,Other / unclassified,33
alcoa,Other / unclassified,33
texere,Other / unclassified,33
dupont,Other / unclassified,33
liverpool,Other / unclassified,33
mandarin singapore,Other / unclassified,33
equitable life assurance society,Banking & finance,33
mellon bank,Banking & finance,33
economist bookshop,Media & publishing (incl. The Economist),33
hick hargreaves,Other / unclassified,33
national cash register,Other / unclassified,33
tan sad,Other / unclassified,33
air products,Air travel & hotels,33
wates build,Other / unclassified,33
i c t,Other / unclassified,33
trend micro,Other / unclassified,33
ntt,Other / unclassified,33
foxboro,Other / unclassified,33
accor,Other / unclassified,33
australian government,"Government, trade & development",33
laphroaig,Other / unclassified,33
newton chambers,Other / unclassified,33
london stock exchange,Banking & finance,33
crane,Other / unclassified,33
hec,Other / unclassified,33
listener,Other / unclassified,33
cross,Other / unclassified,32
mannesmann technology,Technology & electronics,32
instinet,Other / unclassified,32
toyo menka kaisha,Other / unclassified,32
milton keynes,Other / unclassified,32
citicorp,Banking & finance,32
paa,Other / unclassified,32
eastern world,Other / unclassified,32
georgia,Other / unclassified,32
ernst young,Other / unclassified,32
thermotank,Other / unclassified,32
ing barings,Other / unclassified,32
general motors acceptance,Autos & transport,32
steel of wales,"Energy, industry & materials",32
nyk line,Other / unclassified,32
online contents,Other / unclassified,32
tsb,Other / unclassified,32
otard s,Other / unclassified,32
gec,Other / unclassified,32
daiwa securities,Banking & finance,32
psion,Other / unclassified,32
north american aviation,Air travel & hotels,32
hec school of management,"Education, jobs & conferences",32
lockheed l 1011 tristar,Other / unclassified,32
duke fuqua school of business,"Education, jobs & conferences",32
sun life,Other / unclassified,32
world telex international,Other / unclassified,32
meridiana,Other / unclassified,32
imperial tobacco,Luxury & consumer goods,32
thomson reuters,Other / unclassified,32
digital equipment,Technology & electronics,31
british thomson houston,Other / unclassified,31
de havilland aircraft of canada,Other / unclassified,31
abecor,Other / unclassified,31
stocks commodities,Other / unclassified,31
asea,Other / unclassified,31
london bedding centre,Other / unclassified,31
tyco,Other / unclassified,31
asea brown boveri abb,Other / unclassified,31
qatar airways,Air travel & hotels,31
thomas cook,Other / unclassified,31
dsm holland,Other / unclassified,31
western american bank europe,Banking & finance,31
mnb,Other / unclassified,31
craven,Other / unclassified,31
perrier,Other / unclassified,31
campbell discount,Other / unclassified,31
pitney bowes,Other / unclassified,31
hyatt hotels resorts,Air travel & hotels,31
ita,Other / unclassified,31
economist www economist com,Media & publishing (incl. The Economist),31
informix,Other / unclassified,31
garanti,Other / unclassified,30
alcatel alsthom,Other / unclassified,30
thos w ward,Other / unclassified,30
permanent sickness insurance,Banking & finance,30
inter american development bank,Banking & finance,30
morgan grenfell,Banking & finance,30
austrian,Other / unclassified,30
harrods,Other / unclassified,30
ncb,Other / unclassified,30
new york trust,Banking & finance,30
kyowa bank,Banking & finance,30
brotherton,Other / unclassified,30
dubai international airport,Other / unclassified,30
landesbank rheinland pfalz,Other / unclassified,30
nigeria,Other / unclassified,30
areas for expansion,Other / unclassified,30
bangkok bank,Banking & finance,30
blackberry,Other / unclassified,30
broom wade,Other / unclassified,30
international institute for strategic studies iiss,"Education, jobs & conferences",30
ultramar,Other / unclassified,30
zenith,Other / unclassified,30
british linen bank,Banking & finance,30
royal trust,Banking & finance,30
air portugal,Air travel & hotels,30
euro tunnel,Other / unclassified,30
garuda indonesia,Other / unclassified,30
hannover messe 96,Other / unclassified,30
british metal,Other / unclassified,30
glenrothes development,"Government, trade & development",30
malaysia international islamic financial centre,Banking & finance,30
air new zealand,Air travel & hotels,30
thorn emi,Other / unclassified,29
rbs,Other / unclassified,29
british tabulating machine,Other / unclassified,29
united parcel service,Other / unclassified,29
woodall duckham,Other / unclassified,29
wardley,Other / unclassified,29
hamish hamilton,Other / unclassified,29
n m rothschild sons,Banking & finance,29
connaught rooms,Other / unclassified,29
climax,Other / unclassified,29
national bank of greece,Banking & finance,29
oecd publications,Media & publishing (incl. The Economist),29
hambros,Other / unclassified,29
ig markets,Other / unclassified,29
bvlgari,Other / unclassified,29
lead development association,"Government, trade & development",29
pullman kellogg,Other / unclassified,29
deutsche girozentrale deutsche kommunalbank,Banking & finance,29
heal s,Other / unclassified,29
marriott,Other / unclassified,29
global one,Other / unclassified,29
cape,Other / unclassified,29
detroit bank trust,Banking & finance,29
csr,Other / unclassified,29
richardsons westgarth group,Other / unclassified,29
engineering group,"Energy, industry & materials",29
announcement,Other / unclassified,29
bank of manhattan,Banking & finance,29
united biscuits,Other / unclassified,29
ennia,Other / unclassified,29
inmarsat,Other / unclassified,29
gulf international bank,Banking & finance,29
association of consulting actuaries,Other / unclassified,29
chevron international oil,"Energy, industry & materials",29
keyser ullmann,Other / unclassified,29
cr dit agricole,Other / unclassified,29
nippon fudosan bank,Banking & finance,29
icfc,Other / unclassified,29
penn state executive programs,Other / unclassified,29
batsford,Other / unclassified,29
bzw,Other / unclassified,29
british trawlers,Other / unclassified,28
spence,Other / unclassified,28
bmi,Other / unclassified,28
arthur andersen,Other / unclassified,28
nichrome,Other / unclassified,28
ssk,Other / unclassified,28
standard telephones cables,Other / unclassified,28
veolia,Other / unclassified,28
vent axia,Other / unclassified,28
herald tribune,Other / unclassified,28
norwegian school of management bi,"Education, jobs & conferences",28
wardley middle east dubai,Other / unclassified,28
sobranie,Other / unclassified,28
turkey,Other / unclassified,28
highlands islands development board,"Government, trade & development",28
temkon,Other / unclassified,28
seiko,Other / unclassified,28
french railways,Autos & transport,28
amstrad,Other / unclassified,28
c e i r,Other / unclassified,28
bank leumi le israel b m,Banking & finance,28
virgin trains,Other / unclassified,28
folio society,Other / unclassified,28
citi,Other / unclassified,28
euro hypo,Other / unclassified,28
software,Technology & electronics,28
chicago booth,Other / unclassified,28
christie s,Other / unclassified,28
jardines,Other / unclassified,28
university of miami,"Education, jobs & conferences",28
hongkong land,Other / unclassified,28
priestman,Other / unclassified,28
banca serfin,Banking & finance,28
jones day,Other / unclassified,28
gonzalez byass,Other / unclassified,28
philip morris,Other / unclassified,28
johnson matthey,Other / unclassified,28
hotel lotte seoul korea,Air travel & hotels,28
jones lang,Other / unclassified,28
iveco,Other / unclassified,28
dexion,Other / unclassified,28
yale towne,Other / unclassified,28
dresser industries,"Energy, industry & materials",28
yasuda,Other / unclassified,27
international nickel,Other / unclassified,27
messe m nchen international,Other / unclassified,27
alfred dunhill,Luxury & consumer goods,27
international research development,"Government, trade & development",27
templeton college,"Education, jobs & conferences",27
bank mees hope,Banking & finance,27
province of quebec,"Government, trade & development",27
enel,Other / unclassified,27
goodyear,Other / unclassified,27
british coal,Other / unclassified,27
isveimer,Other / unclassified,27
efg private bank,Banking & finance,27
banque fran aise du commerce exterieur,Banking & finance,27
total,Other / unclassified,27
bank of credit commerce,Banking & finance,27
telekom,Other / unclassified,27
united overseas bank group,Banking & finance,27
eastern airlines,Air travel & hotels,27
codek publications,Media & publishing (incl. The Economist),27
bang olufsen,Other / unclassified,27
john laing son,Other / unclassified,27
enichem,Other / unclassified,27
cubitts,Other / unclassified,27
statoil,Other / unclassified,27
w h smith son,Other / unclassified,27
underwood elliott fisher,Other / unclassified,27
sda bocconi,Other / unclassified,27
citigroup,Banking & finance,27
nyk,Other / unclassified,27
